type,mean_1,stddev_1,mean_2,stddev_2,results,time,age,gender,smoker,background,date,condition,experiment,ID
Experiment,0.1,0.45,0.1,0.1,3,5.968,,,,,,T1,,18
Experiment,-0.3,0.45,-0.3,0.1,3,7.611,,,,,,T1,,18
Experiment,-0.2,0.02,-0.2,0.1,4,7.759,,,,,,T1,,18
Experiment,0.1,0.02,0.1,0.1,5,8.942,,,,,,T1,,18
Experiment,-0.1,0.45,-0.1,0.1,3,6.005,,,,,,T1,,18
Experiment,0.0,0.45,0.0,0.1,3,9.195,,,,,,T1,,18
Control,-0.1,0.1,0.0,0.1,4,5.134,,,,,,T1,,18
Experiment,0.0,0.02,0.0,0.1,5,7.526,,,,,,T1,,18
Experiment,0.3,0.02,0.3,0.1,4,7.108,,,,,,T1,,18
Experiment,0.0,0.02,0.0,0.1,4,9.138,,,,,,T1,,18
Experiment,0.3,0.45,0.3,0.1,3,5.045,,,,,,T1,,18
Experiment,0.0,0.45,0.0,0.1,3,6.801,,,,,,T1,,18
Experiment,-0.1,0.02,-0.1,0.1,4,5.782,,,,,,T1,,18
Experiment,0.2,0.02,0.2,0.1,4,7.771,,,,,,T1,,18
Control,-0.1,0.1,0.0,0.1,4,6.537,,,,,,T1,,18
Control,-0.1,0.1,0.0,0.1,3,6.534,,,,,,T1,,18
Experiment,-0.2,0.02,-0.2,0.1,4,9.089,,,,,,T1,,19
Experiment,-0.3,0.45,-0.3,0.1,3,7.809,,,,,,T1,,19
Experiment,0.3,0.02,0.3,0.1,3,7.701,,,,,,T1,,19
Control,-0.1,0.1,0.0,0.1,4,9.831,,,,,,T1,,19
Experiment,-0.1,0.45,-0.1,0.1,3,7.563,,,,,,T1,,19
Experiment,0.0,0.45,0.0,0.1,3,7.375,,,,,,T1,,19
Experiment,-0.1,0.02,-0.1,0.1,2,7.453,,,,,,T1,,19
Control,-0.1,0.1,0.0,0.1,3,8.484,,,,,,T1,,19
Experiment,0.0,0.45,0.0,0.1,4,11.517,,,,,,T1,,19
Experiment,0.1,0.45,0.1,0.1,2,9.134,,,,,,T1,,19
Experiment,-0.3,0.02,-0.3,0.1,3,7.675,,,,,,T1,,19
Experiment,0.2,0.45,0.2,0.1,2,7.601,,,,,,T1,,19
Control,-0.1,0.1,0.0,0.1,3,7.607,,,,,,T1,,19
Experiment,0.3,0.45,0.3,0.1,2,8.305,,,,,,T1,,19
Experiment,0.0,0.02,0.0,0.1,3,8.335,,,,,,T1,,19
Experiment,0.2,0.02,0.2,0.1,4,10.756,,,,,,T1,,19
Experiment,-0.2,0.45,-0.2,0.1,2,5.385,,,,,,T1,,19
Experiment,0.1,0.02,0.1,0.1,3,7.324,,,,,,T1,,19
Experiment,0.0,0.02,0.0,0.1,4,8.835,,,,,,T1,,19
Diversion,-0.1,0.1,-0.1,0.45,5,4.801,,,,,,T1,,19
Control,-0.1,0.1,0.0,0.1,2,5.341,,,,,,T1,,19
Experiment,0.3,0.45,0.3,0.1,2,8.181,,,,,,T1,,20
Experiment,0.2,0.45,0.2,0.1,3,6.218,,,,,,T1,,20
Experiment,-0.3,0.02,-0.3,0.1,2,4.882,,,,,,T1,,20
Experiment,-0.3,0.45,-0.3,0.1,2,7.166,,,,,,T1,,20
Experiment,0.3,0.02,0.3,0.1,2,8.363,,,,,,T1,,20
Experiment,0.0,0.02,0.0,0.1,2,8.363,,,,,,T1,,20
Experiment,0.0,0.02,0.0,0.1,2,8.657,,,,,,T1,,20
Control,0.2,0.1,0.0,0.1,2,9.092,,,,,,T1,,20
Experiment,-0.2,0.02,-0.2,0.1,3,8.151,,,,,,T1,,20
Experiment,-0.1,0.02,-0.1,0.1,2,8.302,,,,,,T1,,20
Experiment,0.0,0.45,0.0,0.1,1,9.322,,,,,,T1,,20
Control,0.2,0.1,0.0,0.1,2,10.41,,,,,,T1,,20
Experiment,0.1,0.45,0.1,0.1,2,9.275,,,,,,T1,,20
Experiment,0.0,0.45,0.0,0.1,2,8.583,,,,,,T1,,20
Control,0.2,0.1,0.0,0.1,2,9.477,,,,,,T1,,20
Experiment,0.1,0.02,0.1,0.1,3,7.791,,,,,,T1,,20
Control,0.2,0.1,0.0,0.1,2,8.539,,,,,,T1,,20
Experiment,0.2,0.02,0.2,0.1,2,8.643,,,,,,T1,,20
Diversion,0.2,0.1,0.2,0.45,4,8.591,,,,,,T1,,20
Experiment,-0.1,0.45,-0.1,0.1,2,8.104,,,,,,T1,,20
Experiment,-0.2,0.45,-0.2,0.1,2,10.635,,,,,,T1,,20
Experiment,-0.3,0.45,-0.3,0.1,2,7.703,,,,,,T1,,21
Control,0.0,0.1,0.1,0.1,2,8.2,,,,,,T1,,21
Experiment,0.0,0.02,0.0,0.1,3,5.771,,,,,,T1,,21
Experiment,-0.1,0.45,-0.1,0.1,2,6.012,,,,,,T1,,21
Control,0.0,0.1,0.1,0.1,2,7.23,,,,,,T1,,21
Experiment,0.0,0.45,0.0,0.1,3,5.176,,,,,,T1,,21
Experiment,0.0,0.02,0.0,0.1,3,4.979,,,,,,T1,,21
Experiment,0.3,0.02,0.3,0.1,3,7.544,,,,,,T1,,21
Experiment,0.1,0.45,0.1,0.1,4,5.521,,,,,,T1,,21
Experiment,-0.3,0.02,-0.3,0.1,3,5.63,,,,,,T1,,21
Experiment,0.1,0.02,0.1,0.1,5,4.296,,,,,,T1,,21
Experiment,-0.2,0.45,-0.2,0.1,2,4.16,,,,,,T1,,21
Experiment,-0.2,0.02,-0.2,0.1,4,4.878,,,,,,T1,,21
Experiment,-0.1,0.02,-0.1,0.1,4,5.681,,,,,,T1,,21
Experiment,0.3,0.45,0.3,0.1,3,3.829,,,,,,T1,,21
Experiment,0.2,0.02,0.2,0.1,3,5.62,,,,,,T1,,21
Experiment,0.0,0.45,0.0,0.1,2,4.211,,,,,,T1,,21
Control,0.0,0.1,0.1,0.1,3,4.825,,,,,,T1,,21
Experiment,0.2,0.45,0.2,0.1,3,4.164,,,,,,T1,,21
Control,0.0,0.1,0.1,0.1,3,3.399,,,,,,T1,,21
Diversion,0.0,0.1,0.0,0.45,5,3.136,,,,,,T1,,21
Experiment,0.3,0.45,0.3,0.1,1,3.635,,,,,,T1,,22
Experiment,-0.2,0.02,-0.2,0.1,3,6.433,,,,,,T1,,22
Experiment,-0.1,0.45,-0.1,0.1,3,5.519,,,,,,T1,,22
Experiment,0.0,0.02,0.0,0.1,2,9.258,,,,,,T1,,22
Experiment,0.0,0.45,0.0,0.1,2,9.199,,,,,,T1,,22
Diversion,0.3,0.1,0.3,0.45,5,5.974,,,,,,T1,,22
Experiment,0.0,0.45,0.0,0.1,2,5.183,,,,,,T1,,22
Experiment,-0.3,0.02,-0.3,0.1,3,9.484,,,,,,T1,,22
Experiment,0.1,0.45,0.1,0.1,2,5.182,,,,,,T1,,22
Control,0.3,0.1,0.0,0.1,3,6.994,,,,,,T1,,22
Experiment,0.0,0.02,0.0,0.1,3,5.784,,,,,,T1,,22
Control,0.3,0.1,0.0,0.1,3,8.019,,,,,,T1,,22
Experiment,0.3,0.02,0.3,0.1,3,3.57,,,,,,T1,,22
Experiment,-0.3,0.45,-0.3,0.1,2,3.348,,,,,,T1,,22
Experiment,0.2,0.45,0.2,0.1,2,6.006,,,,,,T1,,22
Experiment,0.2,0.02,0.2,0.1,3,5.261,,,,,,T1,,22
Experiment,0.1,0.02,0.1,0.1,4,4.467,,,,,,T1,,22
Control,0.3,0.1,0.0,0.1,5,5.009,,,,,,T1,,22
Experiment,-0.1,0.02,-0.1,0.1,4,3.814,,,,,,T1,,22
Experiment,-0.2,0.45,-0.2,0.1,3,3.715,,,,,,T1,,22
Control,0.3,0.1,0.0,0.1,4,4.584,,,,,,T1,,22
Experiment,-0.3,0.02,-0.3,0.1,4,3.126,,,,,,T1,,23
Experiment,-0.2,0.45,-0.2,0.1,3,7.398,,,,,,T1,,23
Control,0.2,0.1,0.0,0.1,3,5.885,,,,,,T1,,23
Control,0.2,0.1,0.0,0.1,3,5.158,,,,,,T1,,23
Experiment,0.0,0.45,0.0,0.1,2,4.704,,,,,,T1,,23
Experiment,0.3,0.02,0.3,0.1,2,5.814,,,,,,T1,,23
Experiment,-0.1,0.02,-0.1,0.1,3,7.746,,,,,,T1,,23
Experiment,0.1,0.02,0.1,0.1,3,5.475,,,,,,T1,,23
Experiment,0.0,0.02,0.0,0.1,3,4.328,,,,,,T1,,23
Control,0.2,0.1,0.0,0.1,4,6.672,,,,,,T1,,23
Experiment,-0.1,0.45,-0.1,0.1,4,10.5,,,,,,T1,,23
Experiment,0.2,0.02,0.2,0.1,3,5.037,,,,,,T1,,23
Experiment,-0.3,0.45,-0.3,0.1,2,4.439,,,,,,T1,,23
Experiment,0.0,0.02,0.0,0.1,3,3.53,,,,,,T1,,23
Experiment,0.3,0.45,0.3,0.1,4,6.005,,,,,,T1,,23
Control,0.2,0.1,0.0,0.1,3,5.022,,,,,,T1,,23
Experiment,0.1,0.45,0.1,0.1,2,3.824,,,,,,T1,,23
Diversion,0.2,0.1,0.2,0.45,5,3.675,,,,,,T1,,23
Experiment,-0.2,0.02,-0.2,0.1,2,4.594,,,,,,T1,,23
Experiment,0.2,0.45,0.2,0.1,2,2.945,,,,,,T1,,23
Experiment,0.0,0.45,0.0,0.1,2,5.538,,,,,,T1,,23
Experiment,0.3,0.02,0.3,0.1,4,6.875,,,,,,T1,,24
Experiment,0.3,0.45,0.3,0.1,2,7.715,,,,,,T1,,24
Control,0.3,0.1,-0.3,0.1,3,8.402,,,,,,T1,,24
Diversion,0.3,0.1,0.3,0.45,5,4.271,,,,,,T1,,24
Experiment,-0.1,0.02,-0.1,0.1,4,7.34,,,,,,T1,,24
Experiment,0.2,0.45,0.2,0.1,3,9.803,,,,,,T1,,24
Experiment,0.0,0.02,0.0,0.1,3,9.002,,,,,,T1,,24
Experiment,0.0,0.02,0.0,0.1,4,5.04,,,,,,T1,,24
Experiment,-0.3,0.02,-0.3,0.1,4,5.444,,,,,,T1,,24
Experiment,-0.2,0.02,-0.2,0.1,4,4.919,,,,,,T1,,24
Experiment,-0.2,0.45,-0.2,0.1,2,7.139,,,,,,T1,,24
Experiment,0.2,0.02,0.2,0.1,3,9.938,,,,,,T1,,24
Control,0.3,0.1,-0.3,0.1,2,7.426,,,,,,T1,,24
Control,0.3,0.1,-0.3,0.1,2,7.244,,,,,,T1,,24
Experiment,0.0,0.45,0.0,0.1,2,8.714,,,,,,T1,,24
Experiment,-0.1,0.45,-0.1,0.1,2,7.92,,,,,,T1,,24
Experiment,0.1,0.45,0.1,0.1,1,8.344,,,,,,T1,,24
Experiment,-0.3,0.45,-0.3,0.1,1,5.729,,,,,,T1,,24
Experiment,0.0,0.45,0.0,0.1,2,5.297,,,,,,T1,,24
Experiment,0.1,0.02,0.1,0.1,3,5.817,,,,,,T1,,24
Control,0.3,0.1,-0.3,0.1,2,8.362,,,,,,T1,,24
Experiment,-0.1,0.45,-0.1,0.1,2,9.999,,,,,,T1,,25
Experiment,0.2,0.45,0.2,0.1,2,10.548,,,,,,T1,,25
Experiment,-0.1,0.02,-0.1,0.1,3,7.126,,,,,,T1,,25
Experiment,-0.3,0.45,-0.3,0.1,3,7.547,,,,,,T1,,25
Experiment,-0.2,0.02,-0.2,0.1,3,5.984,,,,,,T1,,25
Experiment,-0.3,0.02,-0.3,0.1,3,7.077,,,,,,T1,,25
Experiment,0.0,0.02,0.0,0.1,3,8.202,,,,,,T1,,25
Experiment,0.0,0.45,0.0,0.1,3,7.46,,,,,,T1,,25
Experiment,0.1,0.02,0.1,0.1,3,7.976,,,,,,T1,,25
Experiment,0.2,0.02,0.2,0.1,3,8.998,,,,,,T1,,25
Experiment,0.1,0.45,0.1,0.1,3,6.264,,,,,,T1,,25
Experiment,0.3,0.02,0.3,0.1,3,7.403,,,,,,T1,,25
Experiment,0.3,0.45,0.3,0.1,3,7.07,,,,,,T1,,25
Control,0.0,0.1,0.2,0.1,3,7.856,,,,,,T1,,25
Control,0.0,0.1,0.2,0.1,3,8.636,,,,,,T1,,25
Control,0.0,0.1,0.2,0.1,3,7.563,,,,,,T1,,25
Experiment,0.0,0.02,0.0,0.1,3,6.644,,,,,,T1,,25
Experiment,0.0,0.45,0.0,0.1,3,9.331,,,,,,T1,,25
Control,0.0,0.1,0.2,0.1,3,5.504,,,,,,T1,,25
Diversion,0.0,0.1,0.0,0.45,5,3.708,,,,,,T1,,25
Experiment,-0.2,0.45,-0.2,0.1,4,6.23,,,,,,T1,,25
Experiment,-0.2,0.02,-0.2,0.1,2,5.267,,,,,,T1,,26
Experiment,0.2,0.02,0.2,0.1,2,7.338,,,,,,T1,,26
Experiment,0.1,0.45,0.1,0.1,1,5.958,,,,,,T1,,26
Experiment,0.3,0.02,0.3,0.1,2,5.678,,,,,,T1,,26
Experiment,0.2,0.45,0.2,0.1,1,5.056,,,,,,T1,,26
Experiment,0.0,0.45,0.0,0.1,2,5.844,,,,,,T1,,26
Experiment,-0.3,0.02,-0.3,0.1,2,8.276,,,,,,T1,,26
Experiment,0.3,0.45,0.3,0.1,2,9.781,,,,,,T1,,26
Control,0.2,0.1,-0.3,0.1,1,4.548,,,,,,T1,,26
Experiment,-0.3,0.45,-0.3,0.1,1,7.54,,,,,,T1,,26
Diversion,0.2,0.1,0.2,0.45,3,4.434,,,,,,T1,,26
Experiment,0.0,0.02,0.0,0.1,2,3.945,,,,,,T1,,26
Experiment,-0.2,0.45,-0.2,0.1,2,3.59,,,,,,T1,,26
Experiment,0.0,0.02,0.0,0.1,2,5.008,,,,,,T1,,26
Control,0.2,0.1,-0.3,0.1,2,5.759,,,,,,T1,,26
Control,0.2,0.1,-0.3,0.1,2,4.604,,,,,,T1,,26
Experiment,0.1,0.02,0.1,0.1,2,7.293,,,,,,T1,,26
Experiment,-0.1,0.45,-0.1,0.1,2,4.65,,,,,,T1,,26
Experiment,-0.1,0.02,-0.1,0.1,2,5.019,,,,,,T1,,26
Experiment,0.0,0.45,0.0,0.1,2,6.775,,,,,,T1,,26
Control,0.2,0.1,-0.3,0.1,2,3.306,,,,,,T1,,26
Experiment,0.0,0.02,0.0,0.1,3,3.007,,,,,,T1,,27
Experiment,-0.1,0.02,-0.1,0.1,4,2.89,,,,,,T1,,27
Control,0.0,0.1,0.1,0.1,2,3.255,,,,,,T1,,27
Experiment,0.0,0.45,0.0,0.1,2,4.513,,,,,,T1,,27
Experiment,-0.3,0.45,-0.3,0.1,1,5.846,,,,,,T1,,27
Experiment,0.2,0.45,0.2,0.1,2,4.273,,,,,,T1,,27
Experiment,0.2,0.02,0.2,0.1,3,4.086,,,,,,T1,,27
Control,0.0,0.1,0.1,0.1,4,3.664,,,,,,T1,,27
Control,0.0,0.1,0.1,0.1,4,4.462,,,,,,T1,,27
Experiment,0.0,0.45,0.0,0.1,2,4.347,,,,,,T1,,27
Diversion,0.0,0.1,0.0,0.45,4,3.707,,,,,,T1,,27
Experiment,0.3,0.02,0.3,0.1,3,4.218,,,,,,T1,,27
Experiment,-0.2,0.02,-0.2,0.1,2,4.29,,,,,,T1,,27
Experiment,0.3,0.45,0.3,0.1,2,4.496,,,,,,T1,,27
Experiment,-0.2,0.45,-0.2,0.1,4,3.776,,,,,,T1,,27
Control,0.0,0.1,0.1,0.1,4,4.337,,,,,,T1,,27
Experiment,0.1,0.02,0.1,0.1,4,4.488,,,,,,T1,,27
Experiment,0.0,0.02,0.0,0.1,3,4.426,,,,,,T1,,27
Experiment,0.1,0.45,0.1,0.1,2,3.627,,,,,,T1,,27
Experiment,-0.3,0.02,-0.3,0.1,2,4.537,,,,,,T1,,27
Experiment,-0.1,0.45,-0.1,0.1,2,4.468,,,,,,T1,,27
Experiment,0.3,0.45,0.3,0.1,2,4.992,,,,,,T1,,28
Experiment,0.0,0.02,0.0,0.1,3,6.826,,,,,,T1,,28
Experiment,-0.1,0.45,-0.1,0.1,2,8.759,,,,,,T1,,28
Experiment,-0.2,0.45,-0.2,0.1,3,7.758,,,,,,T1,,28
Control,0.0,0.1,0.1,0.1,2,7.377,,,,,,T1,,28
Experiment,0.3,0.02,0.3,0.1,3,7.133,,,,,,T1,,28
Experiment,-0.1,0.02,-0.1,0.1,4,8.526,,,,,,T1,,28
Control,0.0,0.1,0.1,0.1,2,7.215,,,,,,T1,,28
Experiment,-0.2,0.02,-0.2,0.1,4,8.124,,,,,,T1,,28
Experiment,0.1,0.45,0.1,0.1,3,7.733,,,,,,T1,,28
Experiment,0.1,0.02,0.1,0.1,2,9.532,,,,,,T1,,28
Experiment,0.2,0.02,0.2,0.1,3,5.21,,,,,,T1,,28
Experiment,0.0,0.02,0.0,0.1,3,7.736,,,,,,T1,,28
Experiment,0.0,0.45,0.0,0.1,2,6.604,,,,,,T1,,28
Experiment,-0.3,0.45,-0.3,0.1,2,6.89,,,,,,T1,,28
Control,0.0,0.1,0.1,0.1,2,8.15,,,,,,T1,,28
Control,0.0,0.1,0.1,0.1,3,7.637,,,,,,T1,,28
Experiment,-0.3,0.02,-0.3,0.1,2,5.277,,,,,,T1,,28
Experiment,0.2,0.45,0.2,0.1,3,8.915,,,,,,T1,,28
Experiment,0.0,0.45,0.0,0.1,2,5.958,,,,,,T1,,28
Diversion,0.0,0.1,0.0,0.45,5,4.531,,,,,,T1,,28
Diversion,0.3,0.1,0.3,0.45,4,3.98,,,,,,T1,,29
Experiment,0.1,0.45,0.1,0.1,2,4.303,,,,,,T1,,29
Experiment,-0.2,0.45,-0.2,0.1,1,6.596,,,,,,T1,,29
Experiment,-0.2,0.02,-0.2,0.1,2,5.916,,,,,,T1,,29
Experiment,0.0,0.45,0.0,0.1,2,4.884,,,,,,T1,,29
Experiment,-0.1,0.45,-0.1,0.1,2,3.354,,,,,,T1,,29
Experiment,0.3,0.45,0.3,0.1,2,6.327,,,,,,T1,,29
Control,0.3,0.1,-0.1,0.1,3,5.847,,,,,,T1,,29
Experiment,-0.3,0.02,-0.3,0.1,3,4.607,,,,,,T1,,29
Control,0.3,0.1,-0.1,0.1,2,5.065,,,,,,T1,,29
Experiment,0.2,0.45,0.2,0.1,3,6.224,,,,,,T1,,29
Experiment,-0.1,0.02,-0.1,0.1,2,6.797,,,,,,T1,,29
Experiment,0.0,0.45,0.0,0.1,2,6.18,,,,,,T1,,29
Experiment,0.2,0.02,0.2,0.1,2,5.647,,,,,,T1,,29
Control,0.3,0.1,-0.1,0.1,2,5.686,,,,,,T1,,29
Experiment,0.3,0.02,0.3,0.1,3,6.562,,,,,,T1,,29
Experiment,-0.3,0.45,-0.3,0.1,2,4.984,,,,,,T1,,29
Control,0.3,0.1,-0.1,0.1,3,7.236,,,,,,T1,,29
Experiment,0.0,0.02,0.0,0.1,3,5.192,,,,,,T1,,29
Experiment,0.1,0.02,0.1,0.1,3,6.55,,,,,,T1,,29
Experiment,0.0,0.02,0.0,0.1,2,6.676,,,,,,T1,,29
Experiment,-0.1,0.45,-0.1,0.1,2,3.997,,,,,,T1,,30
Experiment,0.2,0.45,0.2,0.1,3,4.575,,,,,,T1,,30
Control,0.2,0.1,0.1,0.1,3,5.383,,,,,,T1,,30
Experiment,-0.2,0.02,-0.2,0.1,4,7.645,,,,,,T1,,30
Experiment,0.3,0.45,0.3,0.1,2,4.881,,,,,,T1,,30
Experiment,0.2,0.02,0.2,0.1,3,7.27,,,,,,T1,,30
Control,0.2,0.1,0.1,0.1,3,6.806,,,,,,T1,,30
Experiment,0.0,0.02,0.0,0.1,4,6.894,,,,,,T1,,30
Experiment,-0.3,0.02,-0.3,0.1,4,8.112,,,,,,T1,,30
Control,0.2,0.1,0.1,0.1,4,6.047,,,,,,T1,,30
Experiment,-0.1,0.02,-0.1,0.1,4,6.464,,,,,,T1,,30
Experiment,0.0,0.45,0.0,0.1,3,6.972,,,,,,T1,,30
Experiment,0.1,0.02,0.1,0.1,3,5.71,,,,,,T1,,30
Experiment,-0.2,0.45,-0.2,0.1,3,5.355,,,,,,T1,,30
Experiment,-0.3,0.45,-0.3,0.1,3,6.451,,,,,,T1,,30
Experiment,0.0,0.45,0.0,0.1,3,6.241,,,,,,T1,,30
Experiment,0.3,0.02,0.3,0.1,4,5.356,,,,,,T1,,30
Control,0.2,0.1,0.1,0.1,4,6.658,,,,,,T1,,30
Experiment,0.0,0.02,0.0,0.1,4,6.704,,,,,,T1,,30
Experiment,0.1,0.45,0.1,0.1,3,6.118,,,,,,T1,,30
Diversion,0.2,0.1,0.2,0.45,5,4.206,,,,,,T1,,30
Experiment,-0.3,0.45,-0.3,0.1,2,7.351,,,,,,T1,,31
Experiment,0.3,0.02,0.3,0.1,3,6.187,,,,,,T1,,31
Experiment,-0.1,0.45,-0.1,0.1,3,6.306,,,,,,T1,,31
Experiment,0.0,0.45,0.0,0.1,3,5.453,,,,,,T1,,31
Experiment,0.1,0.45,0.1,0.1,3,6.603,,,,,,T1,,31
Control,-0.2,0.1,-0.1,0.1,3,6.045,,,,,,T1,,31
Diversion,-0.2,0.1,-0.2,0.45,4,4.97,,,,,,T1,,31
Control,-0.2,0.1,-0.1,0.1,3,4.512,,,,,,T1,,31
Experiment,0.2,0.02,0.2,0.1,3,4.272,,,,,,T1,,31
Control,-0.2,0.1,-0.1,0.1,3,5.312,,,,,,T1,,31
Experiment,0.0,0.02,0.0,0.1,3,5.865,,,,,,T1,,31
Experiment,0.3,0.45,0.3,0.1,2,6.628,,,,,,T1,,31
Experiment,-0.2,0.45,-0.2,0.1,3,5.158,,,,,,T1,,31
Experiment,0.0,0.45,0.0,0.1,3,5.593,,,,,,T1,,31
Control,-0.2,0.1,-0.1,0.1,3,5.165,,,,,,T1,,31
Experiment,-0.1,0.02,-0.1,0.1,4,6.731,,,,,,T1,,31
Experiment,-0.2,0.02,-0.2,0.1,3,5.114,,,,,,T1,,31
Experiment,0.2,0.45,0.2,0.1,3,4.472,,,,,,T1,,31
Experiment,0.0,0.02,0.0,0.1,3,5.227,,,,,,T1,,31
Experiment,-0.3,0.02,-0.3,0.1,3,4.958,,,,,,T1,,31
Experiment,0.1,0.02,0.1,0.1,3,5.763,,,,,,T1,,31
Experiment,-0.1,0.45,-0.1,0.1,2,4.781,,,,,,T1,,32
Experiment,0.2,0.02,0.2,0.1,2,4.256,,,,,,T1,,32
Experiment,0.2,0.45,0.2,0.1,2,4.798,,,,,,T1,,32
Control,0.0,0.1,0.0,0.1,2,5.824,,,,,,T1,,32
Experiment,-0.2,0.02,-0.2,0.1,2,4.926,,,,,,T1,,32
Control,0.0,0.1,0.0,0.1,3,6.499,,,,,,T1,,32
Experiment,0.1,0.45,0.1,0.1,3,4.398,,,,,,T1,,32
Experiment,0.0,0.45,0.0,0.1,2,4.636,,,,,,T1,,32
Experiment,-0.1,0.02,-0.1,0.1,3,5.48,,,,,,T1,,32
Experiment,-0.3,0.45,-0.3,0.1,2,4.051,,,,,,T1,,32
Experiment,0.1,0.02,0.1,0.1,3,4.545,,,,,,T1,,32
Experiment,0.3,0.02,0.3,0.1,3,4.865,,,,,,T1,,32
Experiment,0.0,0.02,0.0,0.1,2,4.709,,,,,,T1,,32
Diversion,0.0,0.1,0.0,0.45,5,3.507,,,,,,T1,,32
Experiment,-0.3,0.02,-0.3,0.1,3,4.256,,,,,,T1,,32
Experiment,0.3,0.45,0.3,0.1,2,3.934,,,,,,T1,,32
Control,0.0,0.1,0.0,0.1,2,3.544,,,,,,T1,,32
Experiment,-0.2,0.45,-0.2,0.1,2,4.405,,,,,,T1,,32
Experiment,0.0,0.02,0.0,0.1,3,4.242,,,,,,T1,,32
Control,0.0,0.1,0.0,0.1,3,4.52,,,,,,T1,,32
Experiment,0.0,0.45,0.0,0.1,2,4.547,,,,,,T1,,32
Experiment,-0.1,0.02,-0.1,0.1,4,3.227,,,,,,T1,,33
Experiment,0.2,0.02,0.2,0.1,5,6.857,,,,,,T1,,33
Experiment,0.0,0.02,0.0,0.1,4,5.7,,,,,,T1,,33
Control,0.3,0.1,-0.1,0.1,3,4.856,,,,,,T1,,33
Experiment,0.1,0.45,0.1,0.1,2,6.247,,,,,,T1,,33
Diversion,0.3,0.1,0.3,0.45,5,5.127,,,,,,T1,,33
Experiment,-0.1,0.45,-0.1,0.1,2,5.387,,,,,,T1,,33
Experiment,0.3,0.45,0.3,0.1,2,5.661,,,,,,T1,,33
Experiment,0.0,0.45,0.0,0.1,2,4.795,,,,,,T1,,33
Experiment,0.0,0.45,0.0,0.1,1,5.479,,,,,,T1,,33
Experiment,0.0,0.02,0.0,0.1,4,5.484,,,,,,T1,,33
Experiment,-0.3,0.02,-0.3,0.1,3,6.675,,,,,,T1,,33
Experiment,-0.2,0.02,-0.2,0.1,3,6.596,,,,,,T1,,33
Experiment,0.2,0.45,0.2,0.1,2,5.842,,,,,,T1,,33
Experiment,-0.3,0.45,-0.3,0.1,3,5.55,,,,,,T1,,33
Control,0.3,0.1,-0.1,0.1,2,5.777,,,,,,T1,,33
Experiment,-0.2,0.45,-0.2,0.1,2,5.891,,,,,,T1,,33
Experiment,0.3,0.02,0.3,0.1,3,5.204,,,,,,T1,,33
Experiment,0.1,0.02,0.1,0.1,3,5.485,,,,,,T1,,33
Control,0.3,0.1,-0.1,0.1,2,4.704,,,,,,T1,,33
Control,0.3,0.1,-0.1,0.1,1,6.667,,,,,,T1,,33
Experiment,0.1,0.45,0.1,0.1,2,5.419,,,,,,T1,,34
Experiment,0.0,0.02,0.0,0.1,3,5.107,,,,,,T1,,34
Experiment,-0.3,0.45,-0.3,0.1,3,5.81,,,,,,T1,,34
Control,0.0,0.1,0.0,0.1,3,7.605,,,,,,T1,,34
Diversion,0.0,0.1,0.0,0.45,5,8.301,,,,,,T1,,34
Experiment,0.2,0.45,0.2,0.1,2,4.504,,,,,,T1,,34
Experiment,0.2,0.02,0.2,0.1,3,9.498,,,,,,T1,,34
Experiment,0.0,0.45,0.0,0.1,2,4.304,,,,,,T1,,34
Experiment,0.1,0.02,0.1,0.1,3,4.78,,,,,,T1,,34
Experiment,-0.3,0.02,-0.3,0.1,4,7.903,,,,,,T1,,34
Experiment,-0.2,0.45,-0.2,0.1,2,3.098,,,,,,T1,,34
Experiment,-0.2,0.02,-0.2,0.1,3,5.555,,,,,,T1,,34
Experiment,-0.1,0.02,-0.1,0.1,3,6.68,,,,,,T1,,34
Control,0.0,0.1,0.0,0.1,2,7.763,,,,,,T1,,34
Control,0.0,0.1,0.0,0.1,2,6.502,,,,,,T1,,34
Control,0.0,0.1,0.0,0.1,2,6.386,,,,,,T1,,34
Experiment,0.3,0.02,0.3,0.1,2,3.335,,,,,,T1,,34
Experiment,0.0,0.02,0.0,0.1,3,5.134,,,,,,T1,,34
Experiment,-0.1,0.45,-0.1,0.1,2,3.49,,,,,,T1,,34
Experiment,0.3,0.45,0.3,0.1,2,3.284,,,,,,T1,,34
Experiment,0.0,0.45,0.0,0.1,2,5.626,,,,,,T1,,34
Experiment,-0.3,0.02,-0.3,0.1,4,2.946,,,,,,T1,,35
Diversion,-0.3,0.1,-0.3,0.45,5,2.452,,,,,,T1,,35
Experiment,0.3,0.02,0.3,0.1,4,4.559,,,,,,T1,,35
Experiment,-0.2,0.45,-0.2,0.1,3,3.506,,,,,,T1,,35
Experiment,-0.2,0.02,-0.2,0.1,4,5.525,,,,,,T1,,35
Experiment,0.2,0.45,0.2,0.1,3,5.316,,,,,,T1,,35
Experiment,0.0,0.02,0.0,0.1,4,3.709,,,,,,T1,,35
Experiment,-0.3,0.45,-0.3,0.1,4,4.764,,,,,,T1,,35
Experiment,0.3,0.45,0.3,0.1,3,3.309,,,,,,T1,,35
Experiment,-0.1,0.02,-0.1,0.1,4,4.491,,,,,,T1,,35
Control,-0.3,0.1,0.0,0.1,5,4.658,,,,,,T1,,35
Experiment,0.1,0.02,0.1,0.1,5,3.418,,,,,,T1,,35
